time,PM2.5,PM10,CO,O3,wspd,temp,dwpt
2023-09-24 17:00:00,7.142857142857143,14.75,0.375,91.76923076923077,4.18,25.52,8.02
2023-09-24 18:00:00,9.0,17.75,0.675,47.38461538461539,4.32,25.74,8.0
2023-09-24 19:00:00,13.428571428571429,23.416666666666668,0.675,31.692307692307693,2.0,25.5,9.36
2023-09-24 20:00:00,16.142857142857142,25.75,0.675,20.307692307692307,3.88,22.919999999999998,9.1
2023-09-24 21:00:00,17.285714285714285,23.5,0.675,21.384615384615383,7.12,19.8,9.16
2023-09-24 22:00:00,14.571428571428571,20.166666666666668,0.5,24.23076923076923,4.9,18.1,8.64
2023-09-24 23:00:00,10.0,16.333333333333332,0.35,33.07692307692308,8.0,17.22,8.42
2023-09-25 00:00:00,7.857142857142857,12.0,0.275,40.76923076923077,7.56,16.080000000000002,8.32
2023-09-25 01:00:00,6.571428571428571,11.0,0.275,35.15384615384615,5.7,14.7,8.78
2023-09-25 02:00:00,8.857142857142858,13.083333333333334,0.25,35.15384615384615,5.68,13.680000000000001,8.36
2023-09-25 03:00:00,8.0,11.333333333333334,0.22499999999999998,33.76923076923077,5.98,13.74,8.459999999999999
2023-09-25 04:00:00,8.0,11.166666666666666,0.275,28.0,6.5,13.080000000000002,8.52
2023-09-25 05:00:00,8.0,13.583333333333334,0.35,15.153846153846153,6.92,12.559999999999999,8.34
2023-09-25 06:00:00,6.571428571428571,16.666666666666668,0.5,9.461538461538462,7.779999999999999,12.36,8.120000000000001
2023-09-25 07:00:00,9.0,23.0,0.5666666666666668,16.583333333333332,6.18,11.540000000000001,7.959999999999999
2023-09-25 08:00:00,8.285714285714286,20.333333333333332,0.4666666666666666,30.083333333333332,5.62,11.540000000000001,8.34
2023-09-25 09:00:00,8.285714285714286,18.75,0.3666666666666667,47.53846153846154,6.34,13.0,8.440000000000001
2023-09-25 10:00:00,5.714285714285714,17.0,0.39999999999999997,63.583333333333336,5.62,16.240000000000002,9.18
2023-09-25 11:00:00,6.857142857142857,18.083333333333332,0.35,77.0,4.12,18.880000000000003,9.46
2023-09-25 12:00:00,9.0,16.5,0.325,88.07692307692308,4.68,21.48,8.879999999999999
2023-09-25 13:00:00,9.285714285714286,12.916666666666666,0.275,95.46153846153847,3.38,23.86,9.08
2023-09-25 14:00:00,5.714285714285714,11.583333333333334,0.275,98.0,4.040000000000001,25.74,10.440000000000001
2023-09-25 15:00:00,5.142857142857143,11.916666666666666,0.225,102.38461538461539,4.16,26.96,8.16
2023-09-25 16:00:00,6.285714285714286,12.916666666666666,0.225,100.84615384615384,6.0,27.52,8.120000000000001
2023-09-25 17:00:00,6.0,13.0,0.375,79.15384615384616,7.44,27.7,8.42
2023-09-25 18:00:00,8.428571428571429,19.75,0.75,36.15384615384615,5.84,27.82,7.82
2023-09-25 19:00:00,13.428571428571429,30.333333333333332,0.75,18.076923076923077,4.7,26.919999999999998,8.4
2023-09-25 20:00:00,18.714285714285715,35.916666666666664,0.75,11.692307692307692,7.0,25.6,7.640000000000001
2023-09-25 21:00:00,16.0,30.333333333333332,0.75,13.923076923076923,2.52,22.66,7.839999999999999
2023-09-25 22:00:00,14.428571428571429,25.916666666666668,0.5499999999999999,19.76923076923077,4.04,21.2,8.28
2023-09-25 23:00:00,10.571428571428571,17.833333333333332,0.375,26.307692307692307,5.9,18.880000000000003,9.1
2023-09-26 00:00:00,10.142857142857142,17.833333333333332,0.35,21.692307692307693,6.9799999999999995,17.06,9.6
2023-09-26 01:00:00,10.142857142857142,16.166666666666668,0.30000000000000004,23.923076923076923,7.480000000000001,15.7,9.68
2023-09-26 02:00:00,8.0,15.0,0.25,29.615384615384617,8.0,15.819999999999999,9.6
2023-09-26 03:00:00,7.571428571428571,13.666666666666666,0.25,33.92307692307692,7.4799999999999995,15.919999999999998,9.620000000000001
2023-09-26 04:00:00,8.857142857142858,13.916666666666666,0.275,25.76923076923077,9.440000000000001,14.86,9.72
2023-09-26 05:00:00,9.428571428571429,16.416666666666668,0.325,17.923076923076923,8.14,14.280000000000001,9.18
2023-09-26 06:00:00,8.714285714285714,19.0,0.4666666666666666,13.666666666666666,6.779999999999999,13.719999999999999,9.02
2023-09-26 07:00:00,10.428571428571429,24.333333333333332,0.5333333333333333,18.333333333333332,6.540000000000001,13.24,8.959999999999999
2023-09-26 08:00:00,10.857142857142858,25.916666666666668,0.39999999999999997,31.454545454545453,5.92,13.040000000000001,9.02
2023-09-26 09:00:00,8.285714285714286,21.916666666666668,0.3666666666666667,54.3,5.18,14.1,9.5
2023-09-26 10:00:00,8.428571428571429,19.666666666666668,0.3333333333333333,72.6,5.4,16.98,10.639999999999999
2023-09-26 11:00:00,8.0,20.333333333333332,0.3333333333333333,79.83333333333333,5.12,19.4,12.0
2023-09-26 12:00:00,8.857142857142858,19.833333333333332,0.3333333333333333,86.41666666666667,5.4,21.5,12.16
